user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,price
1344,Male,33,UK,Free,262,56,0.16,Desktop,41,0,0,100
1345,Other,19,IN,Free,177,59,0.32,Web,48,0,0,100
1346,Other,57,UK,Student,232,43,0.59,Web,0,1,1,100
1347,Other,32,AU,Student,288,84,0.33,Desktop,0,1,0,100
1348,Other,51,CA,Family,122,20,0.41,Web,0,1,1,100
1349,Other,30,US,Premium,249,21,0.53,Mobile,0,1,0,100
1350,Male,34,US,Student,177,22,0.18,Web,0,1,0,100
1351,Male,57,CA,Family,59,19,0.25,Desktop,0,1,0,100
1352,Female,51,AU,Free,79,61,0.11,Web,27,0,1,100
1353,Other,22,CA,Family,30,39,0.33,Desktop,0,1,0,100
1354,Female,29,UK,Premium,26,35,0.28,Desktop,0,1,1,100
1355,Other,33,IN,Free,182,67,0.49,Web,31,0,0,100
1356,Female,48,CA,Family,193,41,0.17,Desktop,0,1,0,100
1357,Male,35,IN,Student,82,26,0.31,Mobile,0,1,1,100
1358,Female,32,CA,Free,114,34,0.16,Web,16,0,0,100
1359,Female,17,PK,Premium,92,65,0.16,Web,0,1,0,100
1360,Other,56,UK,Free,265,50,0.05,Web,19,0,0,100
1361,Male,53,IN,Family,45,77,0.55,Desktop,0,1,0,100
1362,Other,42,UK,Family,177,60,0.04,Desktop,0,1,0,100
1363,Other,19,FR,Free,16,48,0.06,Web,47,0,0,100
1364,Male,18,FR,Student,238,42,0.51,Desktop,0,1,0,100
1365,Male,49,PK,Family,290,21,0.53,Mobile,0,1,1,100
1366,Other,24,DE,Premium,88,7,0.33,Mobile,0,1,0,100
1367,Female,47,US,Premium,119,50,0.57,Mobile,0,1,1,100
1368,Female,18,IN,Family,52,74,0,Web,0,1,1,100
1369,Female,58,PK,Student,223,2,0.01,Desktop,0,1,0,100
1370,Other,21,UK,Student,240,55,0.01,Desktop,0,1,1,100
1371,Female,48,FR,Free,62,14,0.58,Desktop,10,0,0,100
1372,Male,49,AU,Free,121,99,0.28,Mobile,47,0,0,100
1373,Male,52,UK,Student,173,45,0.41,Web,0,1,0,100
1374,Male,25,US,Student,56,91,0.08,Desktop,0,1,1,100
1375,Other,32,UK,Free,113,95,0.06,Web,22,0,1,100
1376,Male,44,US,Student,253,87,0.26,Desktop,0,1,0,100
1377,Other,50,US,Free,205,25,0.13,Web,13,0,0,100
1378,Female,58,FR,Student,20,46,0.49,Desktop,0,1,0,100
1379,Male,16,AU,Family,240,31,0.5,Web,0,1,0,100
1380,Other,47,IN,Premium,92,95,0.21,Web,0,1,0,100
1381,Other,23,UK,Premium,288,82,0.39,Desktop,0,1,0,100
1382,Other,43,US,Free,273,96,0.37,Mobile,41,0,0,100
1383,Male,45,IN,Student,19,4,0.02,Web,0,1,1,100
1384,Male,23,PK,Family,271,57,0.54,Desktop,0,1,0,100
1385,Other,38,UK,Student,72,61,0.2,Web,0,1,0,100
1386,Female,48,IN,Free,114,72,0.48,Web,44,0,1,100
1387,Male,31,UK,Premium,283,73,0.17,Mobile,0,1,0,100
1388,Other,56,IN,Free,245,92,0.28,Mobile,38,0,0,100
1389,Female,47,US,Free,116,21,0.24,Web,46,0,0,100
1390,Other,31,US,Free,126,22,0.15,Web,42,0,0,100
1391,Other,59,CA,Student,114,13,0.01,Mobile,0,1,0,100
1392,Male,45,IN,Free,31,47,0.22,Mobile,13,0,0,100
1393,Male,53,IN,Free,57,90,0.5,Desktop,15,0,0,100
1394,Other,34,UK,Free,272,30,0.46,Mobile,12,0,0,100
1395,Male,53,AU,Student,264,70,0.23,Web,0,1,0,100
1396,Other,53,CA,Premium,191,9,0.24,Mobile,0,1,1,100
1397,Other,44,DE,Student,229,6,0.33,Desktop,0,1,0,100
1398,Male,33,US,Free,74,67,0.15,Desktop,14,0,0,100
1399,Female,51,IN,Premium,98,38,0.59,Web,0,1,0,100
1400,Other,17,DE,Family,29,33,0.55,Desktop,0,1,1,100
1401,Female,43,UK,Free,21,16,0.34,Desktop,38,0,0,100
1402,Male,20,PK,Free,58,75,0.08,Web,47,0,0,100
1403,Male,42,DE,Family,292,64,0.09,Web,0,1,0,100
1404,Male,54,FR,Premium,49,13,0.04,Desktop,0,1,0,100
1405,Male,41,DE,Premium,126,86,0.33,Web,0,1,1,100
1406,Other,50,AU,Free,192,94,0.5,Mobile,44,0,0,100
1407,Male,28,PK,Family,294,41,0.15,Desktop,0,1,0,100
1408,Female,42,AU,Student,123,29,0.19,Desktop,0,1,0,100
1409,Other,31,FR,Premium,139,16,0.13,Desktop,0,1,0,100
1410,Male,34,AU,Premium,55,17,0.39,Web,0,1,0,100
1411,Other,26,AU,Free,228,74,0.3,Web,40,0,0,100
1412,Female,45,DE,Student,204,93,0.33,Desktop,0,1,0,100
1413,Female,24,US,Premium,199,81,0.26,Web,0,1,0,100
1414,Other,56,PK,Family,71,48,0.28,Web,0,1,0,100
1415,Female,39,FR,Family,251,25,0.22,Mobile,0,1,1,100
1416,Other,51,IN,Family,77,25,0.24,Desktop,0,1,0,100
1417,Female,20,US,Free,23,15,0.12,Web,5,0,0,100
1418,Other,19,IN,Student,30,19,0.26,Desktop,0,1,0,100
1419,Other,30,PK,Family,114,49,0.3,Web,0,1,0,100
1420,Other,43,PK,Free,48,78,0.36,Mobile,19,0,0,100
1421,Other,44,AU,Student,33,12,0.41,Web,0,1,0,100
1422,Female,59,DE,Premium,121,62,0.41,Desktop,0,1,1,100
1423,Female,16,CA,Free,147,4,0.58,Web,47,0,0,100
1424,Female,48,PK,Student,103,88,0.54,Desktop,0,1,0,100
1425,Female,33,DE,Premium,222,10,0.27,Mobile,0,1,0,100
1426,Male,45,PK,Family,58,41,0.17,Mobile,0,1,0,100
1427,Other,27,PK,Family,297,30,0.07,Desktop,0,1,0,100
1428,Male,17,DE,Free,117,83,0.26,Mobile,9,0,0,100
1429,Other,49,FR,Premium,131,49,0.04,Mobile,0,1,0,100
1430,Male,36,IN,Free,97,12,0.44,Desktop,32,0,0,100
1431,Female,53,DE,Family,112,35,0.42,Web,0,1,1,100
1432,Male,34,CA,Family,185,10,0.41,Mobile,0,1,1,100
1433,Other,36,IN,Family,131,16,0.5,Desktop,0,1,0,100
1434,Other,25,UK,Premium,56,53,0.12,Desktop,0,1,1,100
1435,Female,43,FR,Student,64,53,0.4,Desktop,0,1,1,100
1436,Male,42,AU,Family,160,91,0.27,Mobile,0,1,0,100
1437,Other,26,IN,Family,134,98,0.18,Desktop,0,1,0,100
1438,Male,16,UK,Premium,160,15,0.03,Desktop,0,1,0,100
1439,Male,48,UK,Premium,47,46,0.2,Web,0,1,0,100
1440,Male,53,US,Free,15,26,0.02,Mobile,29,0,1,100
1441,Female,22,DE,Premium,291,58,0.12,Desktop,0,1,0,100
1442,Other,19,UK,Free,75,21,0.24,Desktop,10,0,0,100
1443,Female,52,FR,Premium,130,53,0.2,Desktop,0,1,0,100
1444,Other,20,FR,Premium,96,50,0.49,Desktop,0,1,1,100
1445,Other,18,CA,Student,284,1,0.13,Mobile,0,1,1,100
1446,Other,40,FR,Student,173,56,0.39,Web,0,1,0,100
1447,Other,40,PK,Family,238,43,0.01,Desktop,0,1,0,100
1448,Other,38,PK,Free,52,14,0.49,Mobile,8,0,0,100
1449,Other,51,PK,Student,212,97,0.29,Web,0,1,0,100
1450,Male,36,IN,Premium,246,45,0.18,Mobile,0,1,0,100
1451,Male,51,CA,Family,59,88,0.14,Mobile,0,1,1,100
1452,Male,40,CA,Student,250,81,0.34,Web,0,1,0,100
1453,Other,25,PK,Free,138,7,0.37,Mobile,9,0,0,100
1454,Other,45,FR,Premium,75,4,0.17,Web,0,1,1,100
1455,Other,30,DE,Premium,53,92,0.22,Mobile,0,1,0,100
1456,Other,47,CA,Free,168,25,0.35,Web,6,0,1,100
1457,Female,30,IN,Premium,109,76,0.41,Desktop,0,1,0,100
1458,Female,46,UK,Free,22,63,0.36,Desktop,37,0,0,100
1459,Female,59,FR,Student,188,85,0.55,Desktop,0,1,1,100
1460,Other,41,FR,Family,12,41,0.41,Desktop,0,1,0,100
1461,Male,55,AU,Free,62,20,0.57,Desktop,28,0,0,100
1462,Female,30,AU,Free,278,11,0.27,Mobile,15,0,0,100
1463,Male,59,FR,Family,34,85,0.3,Web,0,1,1,100
1464,Other,26,US,Family,28,28,0.31,Desktop,0,1,1,100
1465,Female,34,UK,Free,175,14,0.07,Desktop,48,0,0,100
1466,Male,44,FR,Family,217,31,0.01,Web,0,1,0,100
1467,Other,45,UK,Free,178,92,0.08,Web,16,0,1,100
1468,Other,37,US,Family,135,47,0.42,Mobile,0,1,0,100
1469,Other,24,IN,Premium,216,40,0.4,Web,0,1,0,100
1470,Other,29,US,Family,203,93,0.26,Web,0,1,1,100
1471,Male,23,DE,Student,69,14,0.04,Mobile,0,1,1,100
1472,Male,28,FR,Premium,280,9,0.33,Mobile,0,1,0,100
1473,Other,49,UK,Premium,200,91,0.47,Mobile,0,1,0,100
1474,Female,39,US,Free,174,82,0.24,Web,17,0,0,100
1475,Other,19,US,Student,192,1,0.17,Desktop,0,1,1,100
1476,Male,43,FR,Student,65,91,0.09,Desktop,0,1,0,100
1477,Other,55,IN,Free,39,91,0.29,Mobile,32,0,1,100
1478,Male,20,IN,Family,108,90,0.56,Web,0,1,0,100
1479,Female,32,UK,Free,114,25,0.28,Web,21,0,0,100
1480,Other,48,AU,Premium,142,29,0.3,Mobile,0,1,0,100
1481,Male,28,IN,Free,25,58,0.04,Web,32,0,0,100
1482,Other,50,UK,Family,28,81,0.37,Mobile,0,1,1,100
1483,Female,39,PK,Family,104,83,0.16,Mobile,0,1,0,100
1484,Male,58,UK,Free,49,1,0.23,Web,45,0,0,100
1485,Female,49,AU,Premium,213,85,0.15,Desktop,0,1,1,100
1486,Female,21,DE,Premium,262,39,0.23,Web,0,1,0,100
1487,Other,33,DE,Family,224,25,0.3,Mobile,0,1,0,100
1488,Female,35,FR,Family,238,80,0.1,Web,0,1,0,100
1489,Female,38,AU,Student,216,81,0.44,Mobile,0,1,1,100
1490,Male,32,UK,Student,75,71,0.5,Desktop,0,1,1,100
1491,Female,58,AU,Premium,275,13,0.59,Web,0,1,0,100
1492,Female,24,CA,Student,13,27,0.5,Web,0,1,0,100
1493,Other,33,CA,Student,37,87,0.29,Desktop,0,1,0,500
1494,Other,42,AU,Family,126,5,0.35,Desktop,0,1,0,500
1495,Other,23,UK,Student,50,61,0.42,Web,0,1,1,500
1496,Male,27,PK,Family,195,3,0.27,Web,0,1,1,500
1497,Other,27,FR,Free,145,57,0.36,Mobile,19,0,0,500
1498,Female,48,AU,Family,48,11,0.5,Desktop,0,1,0,500
1499,Male,46,CA,Family,290,60,0.42,Mobile,0,1,0,500
1500,Male,20,DE,Student,215,9,0,Mobile,0,1,0,500
1501,Female,57,UK,Family,267,95,0.32,Desktop,0,1,1,500
1502,Other,45,CA,Premium,71,68,0.18,Desktop,0,1,1,500
1503,Other,17,UK,Family,147,86,0.44,Desktop,0,1,0,500
1504,Female,43,FR,Premium,252,68,0.13,Desktop,0,1,0,500
1505,Female,54,PK,Student,253,68,0.46,Mobile,0,1,0,500
1506,Female,55,US,Premium,157,35,0.19,Desktop,0,1,0,500
1507,Male,18,US,Family,123,41,0.42,Web,0,1,0,500
1508,Male,23,CA,Family,171,84,0.11,Mobile,0,1,0,500
1509,Female,43,CA,Student,112,31,0.6,Desktop,0,1,0,500
1510,Male,58,UK,Free,85,58,0.04,Web,30,0,1,500
1511,Other,33,DE,Family,153,85,0.04,Web,0,1,0,500
1512,Male,37,PK,Family,254,84,0.01,Desktop,0,1,0,500
1513,Female,53,UK,Student,211,47,0.06,Web,0,1,1,500
1514,Female,40,PK,Family,155,61,0.46,Mobile,0,1,1,500
1515,Male,40,US,Free,124,76,0.34,Web,42,0,0,500
1516,Female,18,UK,Student,120,23,0.45,Web,0,1,0,500
1517,Other,25,PK,Free,122,82,0.27,Web,47,0,0,500
1518,Male,59,UK,Free,135,63,0.08,Web,30,0,0,500
1519,Male,25,CA,Free,24,29,0.29,Desktop,9,0,0,500
1520,Male,40,PK,Free,84,6,0.32,Web,18,0,0,500
1521,Other,35,CA,Premium,15,40,0.37,Mobile,0,1,1,500
1522,Other,37,PK,Family,219,9,0.02,Desktop,0,1,0,500
1523,Male,21,IN,Family,81,17,0.32,Web,0,1,0,500
1524,Female,44,DE,Free,222,51,0.4,Web,17,0,0,500
1525,Male,36,IN,Premium,165,45,0.46,Desktop,0,1,0,500
1526,Male,57,CA,Student,130,7,0.08,Mobile,0,1,1,500
1527,Male,30,DE,Family,175,84,0.04,Web,0,1,1,500
1528,Female,30,UK,Student,299,61,0.53,Web,0,1,0,500
1529,Female,49,FR,Student,38,13,0.16,Desktop,0,1,0,500
1530,Other,19,PK,Family,12,83,0.2,Desktop,0,1,0,500
1531,Male,20,UK,Free,61,1,0.27,Desktop,43,0,1,500
1532,Other,19,AU,Family,219,58,0.22,Desktop,0,1,0,500
1533,Other,20,AU,Free,120,46,0,Web,16,0,1,500
1534,Female,59,DE,Premium,92,86,0.44,Desktop,0,1,0,500
1535,Male,41,UK,Student,65,87,0.47,Web,0,1,1,500
1536,Other,46,FR,Student,271,13,0.48,Web,0,1,0,500
1537,Other,26,UK,Family,270,4,0.15,Web,0,1,1,500
1538,Female,51,DE,Premium,180,64,0.59,Desktop,0,1,0,500
1539,Other,46,AU,Free,154,95,0.21,Mobile,37,0,0,500
1540,Male,16,DE,Free,76,30,0.58,Web,6,0,1,500
1541,Male,27,UK,Premium,36,57,0.39,Mobile,0,1,0,500
1542,Other,59,US,Premium,79,24,0.28,Mobile,0,1,0,500
1543,Other,58,FR,Family,238,74,0.2,Desktop,0,1,1,500
1544,Female,57,IN,Family,64,71,0.03,Desktop,0,1,0,500
1545,Female,30,PK,Premium,258,50,0.11,Mobile,0,1,1,500
1546,Other,24,DE,Family,228,72,0.38,Web,0,1,0,500
1547,Female,51,DE,Free,43,4,0.08,Web,41,0,0,500
1548,Female,50,AU,Free,162,40,0.24,Web,11,0,0,500
1549,Other,33,IN,Family,144,66,0.05,Desktop,0,1,0,500
1550,Female,31,US,Family,74,78,0.39,Desktop,0,1,1,500
1551,Male,28,DE,Student,213,48,0.22,Desktop,0,1,1,500
1552,Female,47,UK,Family,108,56,0.28,Web,0,1,0,500
1553,Male,23,FR,Free,127,95,0.27,Mobile,16,0,0,500
1554,Male,59,FR,Free,295,8,0.41,Web,47,0,1,500
1555,Female,19,PK,Student,71,50,0.27,Desktop,0,1,0,500
1556,Male,35,UK,Premium,156,44,0.56,Mobile,0,1,0,500
1557,Female,44,IN,Student,35,64,0.39,Mobile,0,1,0,500
1558,Female,36,UK,Student,149,21,0.26,Web,0,1,0,500
1559,Female,52,PK,Student,160,46,0.3,Mobile,0,1,0,500
1560,Male,48,UK,Student,190,26,0.51,Web,0,1,1,500
1561,Other,56,CA,Premium,37,9,0.29,Desktop,0,1,0,500
1562,Female,20,PK,Free,48,76,0.17,Mobile,13,0,0,500
1563,Female,57,AU,Family,148,96,0.17,Desktop,0,1,0,500
1564,Female,17,DE,Premium,156,23,0.03,Desktop,0,1,0,500
1565,Male,40,US,Premium,171,45,0.42,Web,0,1,0,500
1566,Male,54,PK,Family,276,39,0.16,Web,0,1,1,500
1567,Other,38,CA,Family,178,96,0.07,Web,0,1,0,500
1568,Female,30,UK,Free,193,66,0.57,Desktop,43,0,1,500
1569,Female,36,DE,Free,68,20,0.47,Web,17,0,0,500
1570,Male,47,PK,Free,237,74,0.5,Mobile,48,0,1,500
1571,Female,39,DE,Student,54,20,0.19,Desktop,0,1,0,500
1572,Female,16,AU,Family,29,67,0.11,Mobile,0,1,1,500
1573,Other,48,PK,Premium,265,61,0.05,Mobile,0,1,0,500
1574,Male,59,PK,Student,138,72,0.2,Mobile,0,1,0,500
1575,Female,58,UK,Premium,165,21,0.02,Mobile,0,1,0,500
1576,Other,41,CA,Family,135,12,0.32,Web,0,1,0,500
1577,Female,41,UK,Free,156,9,0.31,Mobile,25,0,0,500
1578,Other,49,UK,Family,289,88,0.32,Web,0,1,0,500
1579,Male,36,FR,Free,205,33,0.25,Web,46,0,1,500
1580,Male,58,US,Student,158,66,0.04,Desktop,0,1,0,500
1581,Male,47,FR,Student,150,52,0.03,Web,0,1,0,500
1582,Male,42,DE,Student,83,12,0.04,Desktop,0,1,0,500
1583,Other,27,PK,Free,216,49,0.05,Mobile,31,0,0,500
1584,Female,34,PK,Premium,99,78,0.43,Desktop,0,1,0,500
1585,Male,36,AU,Family,171,55,0.15,Mobile,0,1,1,500
1586,Other,18,CA,Student,126,15,0.08,Web,0,1,0,500
1587,Female,39,DE,Premium,133,52,0.57,Web,0,1,0,500
1588,Female,56,AU,Student,289,29,0.13,Desktop,0,1,0,500
1589,Male,21,US,Free,215,30,0.55,Mobile,10,0,0,500
1590,Male,50,CA,Premium,90,51,0.1,Desktop,0,1,1,500
1591,Female,51,DE,Student,208,89,0.11,Mobile,0,1,1,500
1592,Female,59,AU,Free,88,32,0.1,Mobile,22,0,0,500
1593,Female,17,US,Free,18,82,0.02,Mobile,38,0,1,500
1594,Female,58,AU,Student,10,5,0.12,Desktop,0,1,0,500
1595,Other,40,FR,Student,232,43,0.54,Web,0,1,1,500
1596,Female,28,US,Free,110,26,0.31,Mobile,40,0,1,500
1597,Female,55,US,Premium,147,98,0.08,Desktop,0,1,1,500
1598,Other,17,AU,Student,48,51,0.07,Desktop,0,1,0,500
1599,Other,23,PK,Premium,254,46,0.49,Web,0,1,0,500
1600,Female,16,PK,Student,268,16,0.33,Desktop,0,1,1,500
1601,Male,55,UK,Family,220,54,0.31,Web,0,1,1,500
1602,Male,39,FR,Free,299,56,0.24,Web,15,0,0,500
1603,Male,48,CA,Premium,252,33,0.36,Mobile,0,1,0,500
1604,Male,35,IN,Family,75,92,0.38,Desktop,0,1,1,500
1605,Female,20,DE,Student,62,94,0.52,Desktop,0,1,1,500
1606,Male,44,CA,Premium,86,4,0.43,Desktop,0,1,0,500
1607,Female,24,IN,Premium,128,30,0.11,Desktop,0,1,0,500
1608,Other,59,PK,Free,68,17,0.5,Desktop,38,0,0,500
1609,Male,23,IN,Family,74,59,0.16,Mobile,0,1,0,500
1610,Female,49,CA,Family,170,45,0.21,Desktop,0,1,0,500
1611,Female,39,AU,Premium,266,28,0.4,Desktop,0,1,0,500
1612,Other,58,IN,Premium,69,27,0.23,Mobile,0,1,0,500
1613,Other,31,IN,Premium,125,56,0.21,Mobile,0,1,0,500
1614,Female,25,PK,Student,60,31,0.29,Web,0,1,0,500
1615,Female,56,PK,Premium,202,82,0.41,Desktop,0,1,0,500
1616,Male,17,PK,Family,227,65,0.48,Mobile,0,1,0,500
1617,Male,34,FR,Family,80,62,0.08,Mobile,0,1,1,500
1618,Male,51,IN,Free,176,9,0.09,Web,39,0,0,500
1619,Female,43,AU,Free,218,77,0.14,Desktop,35,0,1,500
1620,Female,28,AU,Premium,241,47,0.28,Web,0,1,0,500
1621,Male,38,US,Free,16,50,0.48,Mobile,20,0,1,500
1622,Male,28,CA,Family,217,47,0.36,Web,0,1,0,500
1623,Other,44,US,Premium,293,39,0.48,Desktop,0,1,0,500
1624,Male,42,DE,Family,59,52,0.3,Web,0,1,1,500
1625,Female,49,PK,Student,99,11,0.12,Web,0,1,0,500
1626,Other,27,AU,Free,204,23,0.49,Mobile,8,0,1,500
1627,Male,54,UK,Premium,203,97,0.08,Desktop,0,1,0,500
1628,Female,51,CA,Premium,145,30,0.42,Web,0,1,0,500
1629,Other,45,DE,Family,272,14,0.31,Mobile,0,1,1,500
1630,Other,21,PK,Free,141,26,0.43,Mobile,36,0,1,500
1631,Female,37,UK,Family,222,15,0.02,Desktop,0,1,0,500
1632,Male,27,IN,Premium,165,35,0.58,Web,0,1,0,500
1633,Female,28,CA,Free,215,35,0.06,Mobile,19,0,0,500
1634,Male,22,PK,Student,111,48,0.01,Web,0,1,0,500
1635,Female,49,UK,Student,55,40,0.44,Web,0,1,0,500
1636,Female,16,DE,Student,184,83,0.14,Mobile,0,1,1,500
1637,Male,31,PK,Free,56,56,0.14,Mobile,20,0,0,500
1638,Male,28,DE,Family,52,21,0.09,Web,0,1,1,500
1639,Female,48,AU,Free,292,23,0.45,Web,39,0,0,500
1640,Other,45,PK,Premium,155,7,0.27,Web,0,1,0,500
1641,Male,18,DE,Student,274,43,0.49,Desktop,0,1,0,500
1642,Other,54,PK,Premium,299,64,0.19,Desktop,0,1,0,500
1643,Other,35,CA,Free,262,54,0.32,Web,19,0,0,500
1644,Male,46,UK,Premium,224,27,0.16,Mobile,0,1,0,500
1645,Other,24,US,Student,283,8,0.56,Desktop,0,1,0,500
1646,Female,41,DE,Premium,220,87,0.19,Mobile,0,1,0,500
1647,Female,39,UK,Student,95,91,0.16,Desktop,0,1,0,500
1648,Male,41,PK,Student,64,38,0.54,Web,0,1,0,500
1649,Male,40,PK,Family,145,99,0.1,Desktop,0,1,0,500
1650,Male,40,DE,Student,25,25,0.41,Web,0,1,0,500
1651,Other,30,PK,Student,25,62,0.23,Web,0,1,0,500
1652,Male,18,UK,Family,137,72,0.15,Mobile,0,1,0,500
1653,Male,52,CA,Family,59,79,0.48,Mobile,0,1,1,500
1654,Female,56,AU,Student,236,65,0.58,Desktop,0,1,0,500
1655,Male,57,FR,Free,158,51,0.2,Desktop,42,0,1,500
1656,Other,36,UK,Family,135,1,0.04,Mobile,0,1,0,500
1657,Male,47,CA,Free,99,63,0.08,Web,31,0,0,500
1658,Female,37,UK,Free,138,98,0.54,Web,17,0,1,500
1659,Male,48,DE,Premium,107,9,0.04,Mobile,0,1,0,500
1660,Male,53,UK,Student,196,3,0.07,Mobile,0,1,0,500
1661,Female,17,CA,Premium,151,53,0.25,Web,0,1,0,500
1662,Other,54,CA,Free,218,76,0.41,Mobile,49,0,0,500
1663,Other,55,US,Student,33,93,0.09,Mobile,0,1,0,500
1664,Male,35,UK,Premium,138,31,0.26,Web,0,1,0,500
1665,Male,37,UK,Premium,221,65,0.01,Mobile,0,1,0,500
1666,Male,34,DE,Premium,234,7,0.01,Web,0,1,0,500
1667,Other,33,AU,Free,236,56,0.17,Web,19,0,0,500
1668,Female,55,IN,Free,242,14,0.04,Desktop,17,0,0,500
1669,Male,24,PK,Student,118,60,0.51,Mobile,0,1,1,500
1670,Female,35,UK,Student,98,45,0.14,Web,0,1,0,500
1671,Male,41,DE,Student,108,74,0.36,Web,0,1,1,500
1672,Other,51,IN,Student,198,41,0.47,Mobile,0,1,1,500
1673,Female,16,FR,Premium,148,76,0.5,Desktop,0,1,0,500
1674,Male,45,DE,Student,198,4,0.15,Desktop,0,1,0,500
1675,Other,34,AU,Family,245,20,0.12,Desktop,0,1,0,500
1676,Female,48,IN,Free,272,96,0.34,Desktop,46,0,0,500
1677,Female,49,CA,Student,24,25,0.2,Desktop,0,1,0,500
1678,Male,46,IN,Premium,291,29,0.03,Web,0,1,0,500
1679,Male,35,FR,Premium,244,42,0.48,Desktop,0,1,0,500
1680,Female,18,DE,Student,29,5,0.01,Web,0,1,0,500
1681,Female,36,US,Free,189,30,0.53,Desktop,20,0,0,500
1682,Female,58,UK,Free,237,52,0.19,Web,19,0,0,500
1683,Female,24,DE,Free,246,51,0.37,Mobile,30,0,0,500
1684,Female,46,IN,Free,213,44,0.35,Mobile,32,0,0,500
1685,Other,35,UK,Free,182,38,0.53,Web,40,0,0,500
1686,Female,34,DE,Free,16,46,0.01,Web,47,0,0,500
1687,Male,18,FR,Family,294,3,0.44,Web,0,1,0,500
1688,Female,39,US,Free,140,54,0.16,Desktop,33,0,1,500
1689,Female,33,FR,Free,110,11,0.52,Desktop,19,0,0,500
1690,Female,29,UK,Free,93,99,0.25,Mobile,47,0,1,500
1691,Male,41,IN,Premium,221,64,0.35,Web,0,1,1,500
1692,Female,35,UK,Premium,142,1,0.59,Desktop,0,1,1,500
1693,Male,51,CA,Student,72,43,0.38,Mobile,0,1,0,500
1694,Male,45,CA,Student,256,50,0.21,Mobile,0,1,0,500
1695,Female,17,AU,Free,66,25,0.52,Desktop,18,0,0,500
1696,Male,29,UK,Premium,81,21,0.19,Mobile,0,1,0,500
1697,Female,30,DE,Student,37,79,0.53,Mobile,0,1,0,500
1698,Male,52,US,Premium,92,60,0.55,Mobile,0,1,1,500
1699,Female,53,US,Family,32,6,0.19,Web,0,1,1,500
1700,Female,34,DE,Student,175,8,0.01,Desktop,0,1,0,500
1701,Male,32,DE,Family,106,44,0.58,Mobile,0,1,0,500
1702,Male,58,FR,Premium,154,28,0.19,Web,0,1,1,500
1703,Other,23,IN,Premium,210,66,0.01,Mobile,0,1,0,500
1704,Male,16,DE,Family,226,78,0.38,Web,0,1,0,500
1705,Other,57,DE,Student,78,21,0.08,Web,0,1,0,500
1706,Female,25,FR,Free,220,89,0.56,Web,33,0,1,500
1707,Other,53,UK,Family,124,97,0.47,Desktop,0,1,0,500
1708,Other,59,US,Student,217,37,0.07,Web,0,1,0,500
1709,Male,21,CA,Free,41,43,0.17,Mobile,22,0,0,500
1710,Other,22,CA,Premium,205,94,0.26,Desktop,0,1,1,500
1711,Male,16,US,Premium,166,14,0.18,Mobile,0,1,0,500
1712,Male,43,US,Student,271,66,0.54,Mobile,0,1,0,500
1713,Other,59,DE,Free,66,35,0,Web,49,0,0,500
1714,Female,52,UK,Student,280,53,0.41,Mobile,0,1,0,500
1715,Female,50,DE,Free,62,78,0.47,Web,26,0,0,500
1716,Other,57,AU,Student,53,96,0.28,Desktop,0,1,0,500
1717,Female,37,FR,Premium,90,80,0.3,Desktop,0,1,1,500
1718,Male,19,DE,Student,23,50,0.43,Desktop,0,1,0,500
1719,Male,29,IN,Free,57,78,0.45,Web,37,0,0,500
1720,Female,46,DE,Student,226,22,0.08,Web,0,1,0,500
1721,Female,53,UK,Student,274,71,0.55,Mobile,0,1,0,500
1722,Male,23,IN,Student,133,93,0.48,Mobile,0,1,1,500
1723,Other,34,CA,Free,95,71,0.52,Web,34,0,1,500
1724,Female,49,FR,Premium,68,3,0.26,Desktop,0,1,0,500
1725,Female,23,US,Student,146,57,0.4,Web,0,1,0,500
1726,Male,16,IN,Free,281,79,0.19,Web,15,0,0,500
1727,Female,32,US,Free,59,26,0.33,Web,23,0,0,500
1728,Female,21,AU,Family,263,1,0.02,Web,0,1,0,500
1729,Female,40,DE,Free,180,37,0.19,Desktop,45,0,0,500
1730,Female,59,IN,Free,188,36,0.4,Mobile,16,0,1,500
1731,Female,45,PK,Free,99,77,0.55,Mobile,6,0,0,500
1732,Female,38,FR,Premium,290,76,0.38,Web,0,1,0,500
1733,Other,49,UK,Family,239,93,0.54,Desktop,0,1,0,500
1734,Female,17,AU,Family,114,40,0.35,Web,0,1,1,500
1735,Male,19,IN,Student,23,15,0.48,Desktop,0,1,0,500
1736,Other,39,PK,Free,89,20,0.09,Web,34,0,0,500
1737,Male,22,DE,Premium,279,20,0.51,Mobile,0,1,0,500
1738,Other,20,UK,Premium,180,80,0.42,Web,0,1,0,500
1739,Male,52,CA,Student,154,88,0.39,Mobile,0,1,0,500
1740,Other,23,UK,Premium,267,84,0.16,Mobile,0,1,0,500
1741,Male,20,AU,Family,119,63,0.41,Desktop,0,1,0,500
1742,Female,34,US,Family,167,54,0.01,Mobile,0,1,0,500
1743,Female,32,FR,Free,111,70,0.18,Web,13,0,0,500
1744,Female,47,FR,Family,87,30,0.45,Web,0,1,1,500
1745,Male,26,DE,Free,163,76,0.58,Mobile,36,0,1,500
1746,Other,59,IN,Premium,283,3,0.37,Mobile,0,1,0,500
1747,Other,16,PK,Family,90,58,0.15,Mobile,0,1,0,500
1748,Female,35,UK,Premium,101,27,0.55,Desktop,0,1,1,500
